,ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount
0,600611.SH,20200403,3.58,3.66,3.56,3.65,3.59,0.06,1.6713,106458.87,38586.527
1,600611.SH,20200402,3.52,3.61,3.51,3.59,3.55,0.04,1.1268,83878.32,29861.182
2,600611.SH,20200401,3.5,3.65,3.5,3.55,3.45,0.1,2.8986,191331.17,68613.413
3,600611.SH,20200331,3.48,3.49,3.44,3.45,3.41,0.04,1.173,59282.69,20500.029
4,600611.SH,20200330,3.46,3.46,3.39,3.41,3.48,-0.07,-2.0115,67953.75,23216.767
5,600611.SH,20200327,3.52,3.53,3.47,3.48,3.49,-0.01,-0.2865,45475.53,15949.376
6,600611.SH,20200326,3.5,3.52,3.48,3.49,3.52,-0.03,-0.8523,34025.0,11902.977
7,600611.SH,20200325,3.51,3.54,3.48,3.52,3.46,0.06,1.7341,54455.81,19114.396
8,600611.SH,20200324,3.48,3.48,3.39,3.46,3.41,0.05,1.4663,43671.3,15034.497
9,600611.SH,20200323,3.47,3.49,3.4,3.41,3.52,-0.11,-3.125,70678.0,24359.451
10,600611.SH,20200320,3.52,3.53,3.48,3.52,3.5,0.02,0.5714,58599.52,20557.786
11,600611.SH,20200319,3.52,3.55,3.45,3.5,3.54,-0.04,-1.1299,85409.77,29908.446
12,600611.SH,20200318,3.61,3.66,3.53,3.54,3.6,-0.06,-1.6667,64428.33,23207.607
13,600611.SH,20200317,3.57,3.62,3.5,3.6,3.58,0.02,0.5587,108789.58,38822.608
14,600611.SH,20200316,3.71,3.72,3.56,3.58,3.67,-0.09,-2.4523,89381.26,32630.87
15,600611.SH,20200313,3.51,3.69,3.51,3.67,3.69,-0.02,-0.542,107966.3,38909.242
16,600611.SH,20200312,3.73,3.78,3.67,3.69,3.8,-0.11,-2.8947,109363.17,40577.062
17,600611.SH,20200311,3.77,3.87,3.75,3.8,3.78,0.02,0.5291,163572.93,62451.847
18,600611.SH,20200310,3.68,3.78,3.63,3.78,3.74,0.04,1.0695,137493.94,50951.92
19,600611.SH,20200309,3.78,3.85,3.72,3.74,3.82,-0.08,-2.0942,142576.52,53902.442
20,600611.SH,20200306,3.78,3.84,3.76,3.82,3.83,-0.01,-0.2611,112224.27,42657.436
21,600611.SH,20200305,3.76,3.83,3.73,3.83,3.74,0.09,2.4064,148825.1,56498.293
22,600611.SH,20200304,3.67,3.74,3.65,3.74,3.68,0.06,1.6304,101664.79,37624.995
23,600611.SH,20200303,3.72,3.75,3.66,3.68,3.68,0.0,0.0,96923.45,35902.025
24,600611.SH,20200302,3.6,3.7,3.59,3.68,3.57,0.11,3.0812,81535.1,29874.319
25,600611.SH,20200228,3.64,3.67,3.55,3.57,3.73,-0.16,-4.2895,132868.5,47970.919
26,600611.SH,20200227,3.71,3.76,3.71,3.73,3.73,0.0,0.0,65236.29,24351.903
27,600611.SH,20200226,3.67,3.77,3.62,3.73,3.69,0.04,1.084,107355.58,39904.711
28,600611.SH,20200225,3.72,3.72,3.59,3.69,3.77,-0.08,-2.122,124294.54,45698.37
29,600611.SH,20200224,3.81,3.81,3.72,3.77,3.79,-0.02,-0.5277,99187.77,37281.238
