ts_code,trade_date,open,high,low,close,pre_close,change,pct_chg,vol,amount,yield
300799.SZ,20191029,25.78,30.93,25.78,30.93,21.48,9.45,43.9944,281.52,868.941,3.01
300799.SZ,20191030,34.02,34.02,34.02,34.02,30.93,3.09,9.9903,94.0,319.788,2.54
300799.SZ,20191031,37.42,37.42,37.42,37.42,34.02,3.4,9.9941,226.0,845.692,2.22
300799.SZ,20191101,41.16,41.16,41.16,41.16,37.42,3.74,9.9947,621.0,2556.036,1.68
300799.SZ,20191104,45.28,45.28,45.28,45.28,41.16,4.12,10.0097,943.47,4272.032,1.48
300799.SZ,20191105,49.81,49.81,49.81,49.81,45.28,4.53,10.0044,526.15,2620.7529999999997,1.33
300799.SZ,20191106,54.79,54.79,54.79,54.79,49.81,4.98,9.998,944.52,5175.025,1.16
300799.SZ,20191107,60.27,60.27,60.27,60.27,54.79,5.48,10.0018,1020.22,6148.865,0.94
300799.SZ,20191108,66.3,66.3,66.3,66.3,60.27,6.03,10.005,3306.52,21922.227000000003,0.71
300799.SZ,20191111,72.93,72.93,72.93,72.93,66.3,6.63,10.0,3757.75,27405.27,0.61
300799.SZ,20191112,80.22,80.22,80.22,80.22,72.93,7.29,9.9959,1831.57,14692.854,0.48
300799.SZ,20191113,88.24,88.24,88.24,88.24,80.22,8.02,9.9975,1428.74,12607.201000000001,0.38
300799.SZ,20191114,97.06,97.06,97.06,97.06,88.24,8.82,9.9955,895.0,8686.87,0.15
300799.SZ,20191115,106.77,106.77,106.77,106.77,97.06,9.71,10.0041,5252.38,56079.66099999999,0.05
300799.SZ,20191118,117.45,117.45,117.45,117.45,106.77,10.68,10.0028,12927.62,151834.896,-0.03
300799.SZ,20191119,129.2,129.2,129.2,129.2,117.45,11.75,10.0043,11799.22,152445.922,-0.12
300799.SZ,20191120,142.12,142.12,142.12,142.12,129.2,12.92,10.0,2192.8,31164.072999999997,-0.18
300799.SZ,20191121,139.98,156.27,131.88,148.56,142.12,6.44,4.5314,127846.9,1845449.176,-0.25
300799.SZ,20191122,148.25,156.5,138.91,152.95,148.56,4.39,2.955,98653.1,1474885.767,-0.3
300799.SZ,20191125,145.07,145.44,137.66,137.66,152.95,-15.29,-9.9967,19759.0,277911.089,-0.25
300799.SZ,20191126,126.1,131.98,123.89,123.89,137.66,-13.77,-10.0029,67040.38,849340.747,-0.16
300799.SZ,20191127,120.0,123.47,116.8,120.31,123.89,-3.58,-2.8897,62058.36,744511.668,-0.13
300799.SZ,20191128,117.58,121.5,115.01,120.42,120.31,0.11,0.0914,57519.22,680733.1540000001,-0.13
300799.SZ,20191129,117.9,122.0,110.01,110.21,120.42,-10.21,-8.4787,63952.18,739292.4509999999,-0.03
300799.SZ,20191202,110.07,114.13,109.55,112.18,110.21,1.97,1.7875,41662.88,465605.251,-0.08
300799.SZ,20191203,110.01,119.66,110.01,115.86,112.18,3.68,3.2804,54284.38,628727.921,-0.09
300799.SZ,20191204,114.0,118.5,112.55,118.5,115.86,2.64,2.2786,46890.79,539810.329,-0.1
300799.SZ,20191205,121.0,122.43,116.62,116.75,118.5,-1.75,-1.4768,53936.03,642481.718,-0.05
300799.SZ,20191206,115.77,116.37,112.8,113.51,116.75,-3.24,-2.7752,42382.58,484498.467,-0.04
300799.SZ,20191209,114.18,117.87,113.2,117.16,113.51,3.65,3.2156,43053.55,498494.67600000004,-0.04
300799.SZ,20191210,116.0,121.38,114.3,118.74,117.16,1.58,1.3486,47039.83,551548.42,-0.09
300799.SZ,20191211,118.0,125.3,118.0,121.7,118.74,2.96,2.4928,53756.8,657015.4770000001,-0.11
300799.SZ,20191212,119.85,120.0,110.34,111.38,121.7,-10.32,-8.4799,52332.54,596091.853,-0.02
300799.SZ,20191213,112.03,114.8,110.5,112.1,111.38,0.72,0.6464,25736.73,288377.578,-0.02
300799.SZ,20191216,112.5,113.99,111.0,113.47,112.1,1.37,1.2221,24061.41,271490.669,0.01
300799.SZ,20191217,114.97,117.68,114.03,114.3,113.47,0.83,0.7315,30431.72,351434.471,0.02
300799.SZ,20191218,114.22,117.0,113.22,117.0,114.3,2.7,2.3622,33566.98,387917.686,-0.0
300799.SZ,20191219,118.89,120.0,110.0,110.86,117.0,-6.14,-5.2479,44588.64,508461.70200000005,0.02
300799.SZ,20191220,107.97,108.9,105.5,106.6,110.86,-4.26,-3.8427,31052.02,332349.886,0.07
300799.SZ,20191223,104.59,105.0,102.51,102.68,106.6,-3.92,-3.6773,20412.53,211770.069,0.07
300799.SZ,20191224,103.28,104.37,102.51,104.28,102.68,1.6,1.5582,13707.59,142085.05,0.06
300799.SZ,20191225,103.1,106.5,102.55,105.13,104.28,0.85,0.8151,20245.94,211956.957,-0.06
300799.SZ,20191226,104.7,106.49,103.38,104.47,105.13,-0.66,-0.6278,17026.94,178222.54100000003,-0.15
300799.SZ,20191227,104.38,109.48,104.11,107.2,104.47,2.73,2.6132,28661.96,305794.753,-0.22
300799.SZ,20191230,104.0,104.8,97.03,102.86,107.2,-4.34,-4.0485,26594.09,268064.99199999997,-0.17
300799.SZ,20191231,102.3,109.87,101.54,105.16,102.86,2.3,2.2359999999999998,29319.11,310775.738,-0.17
300799.SZ,20200102,106.9,108.42,104.4,106.83,105.16,1.67,1.5881,20368.0,217853.708,-0.15
300799.SZ,20200103,107.0,113.81,106.75,110.8,106.83,3.97,3.7162,34524.81,380690.66,-0.15
300799.SZ,20200106,108.0,110.7,107.28,108.42,110.8,-2.38,-2.148,21961.21,239574.819,-0.15
300799.SZ,20200107,108.04,113.39,106.28,111.95,108.42,3.53,3.2559,32153.85,353961.85299999994,-0.16
300799.SZ,20200108,111.12,114.0,107.51,107.51,111.95,-4.44,-3.9661,22681.32,252081.547,-0.04
300799.SZ,20200109,109.26,110.8,108.5,108.72,107.51,1.21,1.1255,17430.47,190804.701,-0.07
300799.SZ,20200110,109.96,111.7,107.99,109.39,108.72,0.67,0.6163,16338.89,179358.486,-0.04
300799.SZ,20200113,109.39,109.78,106.18,109.77,109.39,0.38,0.3474,17208.1,186384.94600000003,-0.02
300799.SZ,20200114,110.77,120.69,110.53,115.05,109.77,5.28,4.8101,36170.0,417065.174,-0.09
300799.SZ,20200115,116.12,118.86,113.55,116.72,115.05,1.67,1.4515,25686.83,298341.226,-0.08
300799.SZ,20200116,116.54,118.51,114.86,116.99,116.72,0.27,0.2313,22626.4,264488.109,-0.07
300799.SZ,20200117,116.8,117.6,112.57,113.01,116.99,-3.98,-3.4019999999999997,23690.43,272131.456,-0.05
300799.SZ,20200120,111.09,113.9,109.21,113.9,113.01,0.89,0.7875,19554.44,218144.53699999998,-0.09
300799.SZ,20200121,113.0,113.57,110.12,110.12,113.9,-3.78,-3.3187,13770.43,153911.592,-0.11
300799.SZ,20200122,110.0,111.11,106.54,110.1,110.12,-0.02,-0.0182,15392.9,167653.334,-0.1
300799.SZ,20200123,111.0,111.98,99.09,99.2,110.1,-10.9,-9.9001,34366.27,354927.79,0.02
300799.SZ,20200203,89.28,89.28,89.28,89.28,99.2,-9.92,-10.0,1229.0,10972.511999999999,0.13
300799.SZ,20200204,80.35,84.98,80.35,84.05,89.28,-5.23,-5.858,29945.51,247569.822,0.22
300799.SZ,20200205,83.59,87.3,83.31,85.12,84.05,1.07,1.2731,21153.72,181193.079,0.17
300799.SZ,20200206,84.2,87.95,83.38,87.55,85.12,2.43,2.8548,19408.0,167538.158,0.13
300799.SZ,20200207,87.8,95.5,87.03,91.24,87.55,3.69,4.2147,20668.93,188777.71899999998,0.05
300799.SZ,20200210,91.24,95.3,91.02,93.88,91.24,2.64,2.8935,15487.5,144743.06,-0.06
300799.SZ,20200211,93.2,93.67,90.5,92.4,93.88,-1.48,-1.5765,13610.0,125178.584,-0.0
300799.SZ,20200212,92.0,94.29,91.2,94.14,92.4,1.74,1.8831,13228.5,123242.37199999999,-0.03
300799.SZ,20200213,94.15,103.55,94.15,103.55,94.14,9.41,9.9958,25400.17,250168.22600000002,-0.12
300799.SZ,20200214,103.98,110.68,100.1,101.52,103.55,-2.03,-1.9604,41122.05,435235.364,-0.11
300799.SZ,20200217,100.0,105.68,99.5,104.5,101.52,2.98,2.9354,24086.0,248782.776,-0.18
300799.SZ,20200218,103.03,108.8,103.03,107.5,104.5,3.0,2.8708,25534.92,272167.32899999997,-0.19
300799.SZ,20200219,107.0,108.78,104.56,105.0,107.5,-2.5,-2.3256,21872.46,232383.55800000002,-0.18
300799.SZ,20200220,105.2,108.66,105.14,107.76,105.0,2.76,2.6286,25920.07,278258.216,-0.18
